,train_ind,train_acc,train_f1,train_fpr,train_fnr,train_fpr_all,train_fpr_mean,train_fpr_diff,train_fnr_all,train_fnr_mean,train_fnr_diff,test_ind,test_acc,test_f1,test_fpr,test_fnr,test_fpr_all,test_fpr_mean,test_fpr_diff,test_fnr_all,test_fnr_mean,test_fnr_diff
92,0.1142,0.9747,0.9738,0.0108,0.0404,"[0.031007751937984496, 0.028089887640449437, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12466442141122047,0.12106043582716279,"[0.103397341211226, 0.10758122743682311, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.13513513513513514, 0.16666666666666666], mean FNR",0.10066800465943496,0.07658094862773243,0.1242,0.9070,0.9019,0.0729,0.1146,"[0.07453416149068323, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.31076381175760065,0.23786752995720914,"[0.14, 0.14485165794066318, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.1025707429568686,0.07392082144980425
93,0.1104,0.9772,0.9764,0.0098,0.0364,"[0.020671834625323, 0.014044943820224719, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12060094455573943,0.11735029089168741,"[0.10044313146233383, 0.1111913357400722, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.16666666666666666], mean FNR",0.10412837035710794,0.08203776507962017,0.1225,0.9085,0.9033,0.0690,0.1156,"[0.07453416149068323, 0.13286713286713286, 0.16666666666666666, 0.5, 1.0, 0.08, 0.14285714285714285], mean FPR",0.2995607291259465,0.23057834165040836,"[0.16333333333333333, 0.1518324607329843, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.10636000997257541,0.07744844534672507
94,0.1142,0.9785,0.9778,0.0087,0.0348,"[0.01808785529715762, 0.019662921348314606, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.12110661092239351,0.11820928917834715,"[0.10782865583456426, 0.10902527075812274, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09957246944755974,0.0782582616855999,0.1291,0.9110,0.9057,0.0641,0.1156,"[0.06832298136645963, 0.13986013986013987, 0.0, 0.5, 1.0, 0.04, 0.07142857142857142], mean FPR",0.2599445275221673,0.22104880484953657,"[0.16333333333333333, 0.14485165794066318, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.10548740962353528,0.07657584499768494
95,0.1142,0.9792,0.9784,0.0089,0.0333,"[0.020671834625323, 0.02247191011235955, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.1220054389377619,0.1190374508097144,"[0.10782865583456426, 0.10685920577617329, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09930171132481605,0.07876390107838416,0.1266,0.9110,0.9058,0.0651,0.1146,"[0.062111801242236024, 0.13286713286713286, 0.0, 0.5, 1.0, 0.04, 0.0], mean FPR",0.24785413344419555,0.22797483211079733,"[0.16, 0.14485165794066318, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.1050707429568686,0.07642082144980425
96,0.1128,0.9801,0.9794,0.0091,0.0313,"[0.020671834625323, 0.02247191011235955, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.1220054389377619,0.11896678442571329,"[0.10635155096011817, 0.10613718411552346, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09902682050792906,0.07948723563860453,0.1250,0.9110,0.9058,0.0656,0.1141,"[0.062111801242236024, 0.13286713286713286, 0.0, 0.5, 1.0, 0.04, 0.0], mean FPR",0.24785413344419555,0.22804472308088403,"[0.15666666666666668, 0.14136125654450263, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.10421777611568188,0.0756986761680105
97,0.1121,0.9801,0.9794,0.0093,0.0311,"[0.020671834625323, 0.02247191011235955, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.1220054389377619,0.11889611804171214,"[0.10487444608567208, 0.10397111913357401, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09857142427587962,0.0791427533373448,0.1258,0.9107,0.9056,0.0660,0.1141,"[0.062111801242236024, 0.13286713286713286, 0.16666666666666666, 0.5, 1.0, 0.04, 0.07142857142857142], mean FPR",0.28186773888637245,0.2243870956463486,"[0.15666666666666668, 0.14136125654450263, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.10421777611568188,0.0756986761680105
98,0.1125,0.9801,0.9794,0.0093,0.0311,"[0.020671834625323, 0.02247191011235955, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.1220054389377619,0.11889611804171214,"[0.103397341211226, 0.10252707581227437, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09820628075141141,0.0787776098128766,0.1250,0.9110,0.9059,0.0665,0.1130,"[0.06832298136645963, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.04, 0.14285714285714285], mean FPR",0.2939581329643442,0.23500370187684066,"[0.15333333333333332, 0.14136125654450263, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.1038011094490152,0.0755436526201298
99,0.1131,0.9797,0.9790,0.0100,0.0311,"[0.020671834625323, 0.02247191011235955, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.1220054389377619,0.11868411888970876,"[0.103397341211226, 0.10180505415162455, 0.23529411764705882, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.16216216216216217, 0.125], mean FNR",0.09811602804383018,0.07868735710529537,0.1242,0.9110,0.9059,0.0665,0.1130,"[0.06832298136645963, 0.13986013986013987, 0.16666666666666666, 0.5, 1.0, 0.04, 0.14285714285714285], mean FPR",0.2939581329643442,0.23500370187684066,"[0.15333333333333332, 0.14136125654450263, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.1038011094490152,0.0755436526201298
100,0.1173,0.9782,0.9776,0.0182,0.0255,"[0.03617571059431524, 0.042134831460674156, 0.0, 1.0, 0.022222222222222223, 0.0], mean FPR",0.18342212737953525,0.17734481835543803,"[0.08567208271787297, 0.08014440433212996, 0.23529411764705882, 0.013157894736842105, 0.0, 0.041666666666666664, 0.13513513513513514, 0.125], mean FNR",0.08950878765446321,0.07346421192943636,0.1242,0.9080,0.9042,0.0837,0.1010,"[0.08695652173913043, 0.15384615384615385, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.31453643664823794,0.23192251436699665,"[0.11333333333333333, 0.11867364746945899, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.08703658688606333,0.06178802592321665
101,0.1183,0.9777,0.9772,0.0229,0.0217,"[0.04392764857881137, 0.056179775280898875, 0.0, 1.0, 0.022222222222222223, 0.0], mean FPR",0.18705494101365538,0.17964753360624797,"[0.08124076809453472, 0.07292418772563176, 0.23529411764705882, 0.013157894736842105, 0.0, 0.041666666666666664, 0.10810810810810811, 0.125], mean FNR",0.08467396787235527,0.07051492897075344,0.1316,0.9080,0.9050,0.0915,0.0926,"[0.09937888198757763, 0.16783216783216784, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.3183090615388752,0.23010386165070076,"[0.11333333333333333, 0.1169284467713787, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.0868184367988033,0.06366302078624442
102,0.1207,0.9754,0.9749,0.0286,0.0204,"[0.05426356589147287, 0.07303370786516854, 0.0, 1.0, 0.044444444444444446, 0.0], mean FPR",0.19529028636684764,0.18575032452669502,"[0.07533234859675036, 0.06714801444043321, 0.23529411764705882, 0.013157894736842105, 0.0, 0.041666666666666664, 0.08108108108108109, 0.08333333333333333], mean FNR",0.07462668206277069,0.06113312674590712,0.1340,0.9037,0.9011,0.1003,0.0921,"[0.09937888198757763, 0.17482517482517482, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.3193080625378762,0.22507400679526945,"[0.11, 0.11169284467713787, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.08574731987035653,0.06272272541719064
103,0.1142,0.9819,0.9815,0.0189,0.0173,"[0.041343669250646, 0.0702247191011236, 0.0, 0.6666666666666666, 0.022222222222222223, 0.0], mean FPR",0.13340954620677642,0.1271202380306758,"[0.06351550960118169, 0.05703971119133574, 0.14705882352941177, 0.0, 0.0024449877750611247, 0.03333333333333333, 0.05405405405405406, 0.08333333333333333], mean FNR",0.05509746910221388,0.04583493555685143,0.1266,0.9107,0.9084,0.0944,0.0837,"[0.12422360248447205, 0.20279720279720279, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.3268533123191508,0.2365513833283764,"[0.1, 0.0924956369982548, 0.125, 0.0, 0.0, 0.0, 0.2857142857142857, 0.125], mean FNR",0.09102624033906756,0.0700947908361895
104,0.1225,0.9782,0.9777,0.0199,0.0237,"[0.041343669250646, 0.05056179775280899, 0.0, 1.0, 0.022222222222222223, 0.0], mean FPR",0.1856879482042795,0.1790453081081733,"[0.0723781388478582, 0.06931407942238267, 0.17647058823529413, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.10810810810810811, 0.08333333333333333], mean FNR",0.07085922464069329,0.05509071341821881,0.1291,0.9052,0.9022,0.0949,0.0947,"[0.09937888198757763, 0.17482517482517482, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.3193080625378762,0.22865667869666845,"[0.1, 0.10645724258289703, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.08384286960857643,0.0601641673584456
105,0.1252,0.9726,0.9719,0.0257,0.0293,"[0.04909560723514212, 0.05898876404494382, 0.0, 1.0, 0.022222222222222223, 0.0], mean FPR",0.18838443225038468,0.18097702484297729,"[0.06942392909896603, 0.07509025270758123, 0.14705882352941177, 0.013157894736842105, 0.0, 0.041666666666666664, 0.10810810810810811, 0.08333333333333333], mean FNR",0.06722987602261365,0.049299763474161776,0.1357,0.9004,0.8974,0.1013,0.0979,"[0.09937888198757763, 0.18181818181818182, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.3203070635368772,0.22565366197375042,"[0.10666666666666667, 0.11169284467713787, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.08533065320368985,0.06086702159720111
106,0.1290,0.9736,0.9730,0.0267,0.0262,"[0.046511627906976744, 0.06179775280898876, 0.0, 1.0, 0.044444444444444446, 0.0], mean FPR",0.19212563752673498,0.1832216731425925,"[0.06499261447562776, 0.0664259927797834, 0.14705882352941177, 0.013157894736842105, 0.0024449877750611247, 0.041666666666666664, 0.10810810810810811, 0.08333333333333333], mean FNR",0.06589855267560428,0.048909988214443034,0.1447,0.8994,0.8967,0.1052,0.0958,"[0.11180124223602485, 0.20279720279720279, 0.16666666666666666, 0.5, 1.0, 0.08, 0.21428571428571427], mean FPR",0.3250786894265155,0.227088753726208,"[0.09666666666666666, 0.1012216404886562, 0.125, 0.0, 0.0, 0.0, 0.21428571428571427, 0.125], mean FNR",0.08277175268012965,0.05883140731121285
